deliverableId,industryCategory,status,score,artifacts,paymentId,error,elapsedSec,checkedAt
custom-software,ecommerce,PASS,,2,f09e0b0d-8247-4818-ad76-c6e494424c3d,"",5,2026-09-22T11:47:51.8305716+02:00
bundle-portal-presence,ecommerce,PASS,,2,baa115bf-4cb8-4a76-bc7c-c5e766567892,"",5,2026-09-22T11:48:04.3711278+02:00
bundle-sales-launch,ecommerce,PASS,,2,7bb434f2-e085-4c32-94bc-ded87275f0d9,"",5,2026-09-22T11:48:16.9368689+02:00
bundle-ops-clarity,ecommerce,PASS,,4,73a7436f-f582-4842-9e5a-93a4fa4bb74b,"",545,2026-09-22T11:57:30.0503645+02:00
setup-quick,education_training,PASS,,2,1cea5b0a-966f-4ebf-a9af-7a2d82c87fe1,"",5,2026-09-22T11:57:42.6082124+02:00
setup-full,education_training,PASS,,4,a17182d4-4662-4c64-b352-fb6453809888,"",5,2026-09-22T11:57:55.2023229+02:00
setup-custom,education_training,PASS,,3,c02df682-73eb-45ff-9777-790f576800ac,"",5,2026-09-22T11:58:07.7605994+02:00
audit,education_training,PASS,,2,0b702172-af86-4224-8223-2f7b56cebd3b,"",5,2026-09-22T11:58:20.2799639+02:00
integration,education_training,PASS,,3,30cb90d6-5912-46cd-97ec-82ddeb698f90,"",5,2026-09-22T11:58:32.8245425+02:00
workflow-design,education_training,PASS,,2,291d151b-fe6f-40d6-9071-98e59a66b9eb,"",5,2026-09-22T11:58:45.4448024+02:00
support-priority,education_training,PASS,,2,b48a1fa5-f44d-4510-95c2-843ce520beb3,"",5,2026-09-22T11:58:57.9970567+02:00
support-dedicated,education_training,PASS,,2,05b1976b-2145-465a-8bdf-d5e78b575f8c,"",5,2026-09-22T11:59:10.6345074+02:00
landing,education_training,PASS,,0,28942a1a-d32e-4d9d-9f11-2f1b92ea72d8,"",5,2026-09-22T11:59:23.1730011+02:00
website-business,education_training,PASS,,0,d82b30f0-cdd3-4025-b772-4258f49ac962,"",545,2026-09-22T12:08:36.4007900+02:00
website-ecommerce,education_training,PASS,,0,5594e8a6-1a9c-4bd3-9ed8-e9d87485fd2e,"",4,2026-09-22T12:08:48.9093998+02:00
white-label-setup,education_training,PASS,,2,b569693b-25d7-4ce8-bb8f-02af141fee99,"",5,2026-09-22T12:09:01.4859444+02:00
sales-enablement,education_training,PASS,,2,90691f93-6fcf-4c85-a8d6-76cf5fc30ebf,"",5,2026-09-22T12:09:14.0306218+02:00
vertical-package,education_training,PASS,,2,0bc63bbc-dd1c-4560-ae8b-e100a7907ecd,"",5,2026-09-22T12:09:26.6539034+02:00
lead-gen-retainer,education_training,PASS,,3,806727b3-520f-455e-bef9-71dd1d110572,"",9,2026-09-22T12:09:43.2404327+02:00
ai-support-retainer,education_training,PASS,,3,80faa5ca-fa92-4a34-a366-50ca05351f25,"",5,2026-09-22T12:09:55.7987501+02:00
custom-software,education_training,PASS,,2,ab0d5ad6-44a9-4c9b-9b88-40a2f0e42606,"",5,2026-09-22T12:10:08.9732602+02:00
bundle-portal-presence,education_training,PASS,,2,83700b80-5061-4753-88ff-eae73e7d240e,"",4,2026-09-22T12:10:21.4502014+02:00
bundle-sales-launch,education_training,PASS,,2,a0575bff-3aae-470b-973f-04cb2b5328f1,"",4,2026-09-22T12:10:33.9528457+02:00
bundle-ops-clarity,education_training,PASS,,4,af5c737f-770e-4ea6-b9bf-9abd91b00286,"",546,2026-09-22T12:19:47.4702000+02:00
setup-quick,engineering_architecture,PASS,,2,3143a779-1271-4de6-97b4-c5ae04f78bfc,"",4,2026-09-22T12:20:00.3139330+02:00
setup-full,engineering_architecture,PASS,,4,5791204d-cc9d-4676-88ac-f33e2f4cd9c2,"",5,2026-09-22T12:20:13.1860131+02:00
setup-custom,engineering_architecture,PASS,,3,532f3f88-12a1-4196-be9b-cbbb3da1b58c,"",5,2026-09-22T12:20:25.7826670+02:00
audit,engineering_architecture,PASS,,2,903d1546-c579-477b-a5d8-67f127000307,"",5,2026-09-22T12:20:38.3200021+02:00
integration,engineering_architecture,PASS,,3,2c2371aa-0fc4-4db2-8998-78a593037d0b,"",5,2026-09-22T12:20:50.9611021+02:00
workflow-design,engineering_architecture,PASS,,2,6beb3956-afea-4d39-bc48-07e29c44b847,"",5,2026-09-22T12:21:03.5036052+02:00
support-priority,engineering_architecture,PASS,,2,41b1c65d-ae98-49e9-8b65-ec3a36aa5f1b,"",5,2026-09-22T12:21:16.1121266+02:00
support-dedicated,engineering_architecture,PASS,,2,3845906f-f016-4756-b3b0-b62a7e7f2fc7,"",4,2026-09-22T12:21:28.6033258+02:00
landing,engineering_architecture,PASS,,0,00de25d4-f104-4521-932d-82c2d7503c3b,"",4,2026-09-22T12:21:41.0856450+02:00
website-business,engineering_architecture,PASS,,0,c359f749-3c47-43f8-bfd3-3e6a39e9e877,"",370,2026-09-22T12:27:58.9887838+02:00
website-ecommerce,engineering_architecture,PASS,,0,ebe09b1c-88b5-4130-b05b-097ba323f99a,"",5,2026-09-22T12:28:12.4691735+02:00
white-label-setup,engineering_architecture,PASS,,2,2fe795f0-cc85-4b57-8829-988e1ca11057,"",5,2026-09-22T12:28:25.3518751+02:00
sales-enablement,engineering_architecture,PASS,,2,93eee68c-95a9-4c61-8c6e-5da63a5d19e6,"",7,2026-09-22T12:28:40.3582046+02:00
vertical-package,engineering_architecture,PASS,,2,c09f76d3-2462-409f-ba80-e9224e6d5dc7,"",5,2026-09-22T12:28:53.7444602+02:00
lead-gen-retainer,engineering_architecture,PASS,,3,4a7295e8-b305-44a6-80f6-3f47eedcff27,"",10,2026-09-22T12:29:11.6516344+02:00
ai-support-retainer,engineering_architecture,PASS,,3,3e2f8d60-7979-48ae-b48c-ea2d74c4909b,"",6,2026-09-22T12:29:25.4796787+02:00
custom-software,engineering_architecture,PASS,,2,d527e55e-2db7-4174-a0ef-4491a4046958,"",6,2026-09-22T12:29:39.5775991+02:00
bundle-portal-presence,engineering_architecture,PASS,,2,f79dc26c-6c83-48e6-b3dc-bf1f30de690c,"",5,2026-09-22T12:29:52.1323012+02:00
bundle-sales-launch,engineering_architecture,PASS,,2,7e1f558a-eb67-4a0a-8020-0bdbdaeb8983,"",5,2026-09-22T12:30:05.1123009+02:00
bundle-ops-clarity,engineering_architecture,PASS,,4,f86f42a6-4959-48bf-b1c3-2b5bca72474f,"",215,2026-09-22T12:33:48.1543136+02:00
setup-quick,engineering_science,PASS,,2,9ea191db-5a96-409a-9b04-26591fb967d5,"",5,2026-09-22T12:34:00.7533784+02:00
setup-full,engineering_science,PASS,,4,dbdc8e06-ee92-4640-aac1-44d1db6bd2b5,"",5,2026-09-22T12:34:14.1598276+02:00
setup-custom,engineering_science,PASS,,3,c45f049e-d2e0-4a18-83c0-ddbec25d7ac8,"",5,2026-09-22T12:34:26.7241713+02:00
audit,engineering_science,PASS,,2,7919f373-416b-4c20-ba44-d1f97aeeaf4e,"",5,2026-09-22T12:34:40.3644369+02:00
integration,engineering_science,PASS,,3,f5a5c5a8-eb3f-484a-abaf-0ea06e5a7d25,"",5,2026-09-22T12:34:52.9111277+02:00
workflow-design,engineering_science,PASS,,2,2c564751-f894-4118-bb94-7bac241fa0b8,"",5,2026-09-22T12:35:06.2809209+02:00
support-priority,engineering_science,PASS,,2,3caedd01-d922-4f55-b877-406f9d47f1b1,"",9,2026-09-22T12:35:23.8734914+02:00
support-dedicated,engineering_science,PASS,,2,27c57f08-c921-47cb-aeda-714c237fdbd4,"",6,2026-09-22T12:35:37.6063678+02:00
landing,engineering_science,PASS,,0,f62625d1-2171-4fc0-bb72-373058a96ec6,"",7,2026-09-22T12:35:53.1513837+02:00
website-business,engineering_science,PASS,,0,ddc5261a-f8f0-46c9-9fe7-473a75fb8953,"",222,2026-09-22T12:39:43.2962111+02:00
website-ecommerce,engineering_science,PASS,,0,f6f7660c-e4dc-4665-9a59-e3dc6972defc,"",5,2026-09-22T12:39:55.9869182+02:00
white-label-setup,engineering_science,PASS,,2,90bd7354-ec3c-4340-b4c1-8109eb758f21,"",21,2026-09-22T12:40:27.6941695+02:00
sales-enablement,engineering_science,PASS,,2,2fb5ea8b-51e1-41c8-8cb5-2139d5deeb08,"",12,2026-09-22T12:40:47.6385396+02:00
vertical-package,engineering_science,PASS,,2,b72b4290-016a-445f-9f06-637f92cfcf9b,"",5,2026-09-22T12:41:00.2029429+02:00
lead-gen-retainer,engineering_science,PASS,,3,ff43ee57-e460-4f3d-9945-cf58ea3e51e0,"",9,2026-09-22T12:41:16.8972512+02:00
ai-support-retainer,engineering_science,PASS,,3,66fc46e5-cbdd-427a-8ed6-07aa0ab77edd,"",5,2026-09-22T12:41:29.4826014+02:00
custom-software,engineering_science,PASS,,2,00c535c6-da1a-4c16-912d-6f80ae23540c,"",5,2026-09-22T12:41:42.0575858+02:00
bundle-portal-presence,engineering_science,PASS,,2,8078e8ce-c75f-4b21-b30e-c557bae3099b,"",4,2026-09-22T12:41:54.5478553+02:00
bundle-sales-launch,engineering_science,PASS,,2,b110f0f9-e8c7-40d3-b00b-739e2c342b71,"",5,2026-09-22T12:42:07.1076917+02:00
bundle-ops-clarity,engineering_science,PASS,,4,aa9ad4f8-5b47-4ea3-83df-1a16c42c45a1,"",551,2026-09-22T12:51:25.7187590+02:00
setup-quick,finance_accounting,PASS,,2,2798d163-d0c2-4def-84f0-8c2671f9e039,"",5,2026-09-22T12:51:39.3855604+02:00
setup-full,finance_accounting,PASS,,4,23bc107a-5fda-432f-9c3b-320f16617388,"",7,2026-09-22T12:51:54.9272952+02:00
setup-custom,finance_accounting,PASS,,3,3f88b860-b9b6-4cf1-a9e9-ff9ca279bc07,"",5,2026-09-22T12:52:07.5071112+02:00
audit,finance_accounting,PASS,,2,422d47cd-ab7e-4075-89a8-8e77289a8840,"",5,2026-09-22T12:52:20.2243912+02:00
integration,finance_accounting,PASS,,3,a2f28a2c-d1a6-4e64-a980-ad84d5806c36,"",5,2026-09-22T12:52:33.0050467+02:00
workflow-design,finance_accounting,PASS,,2,fd9a1641-ceb3-46bb-aa58-4694c82cc365,"",5,2026-09-22T12:52:45.6625591+02:00
support-priority,finance_accounting,PASS,,2,f4830189-bc55-4da5-af17-4dee9923b209,"",5,2026-09-22T12:52:58.2103861+02:00
support-dedicated,finance_accounting,PASS,,2,6f76ff0e-de71-4588-b6a7-a33e143d8135,"",5,2026-09-22T12:53:10.8211197+02:00
landing,finance_accounting,PASS,,0,9cf0e384-9985-454a-b6e2-5cf9d40cac7d,"",5,2026-09-22T12:53:23.3738388+02:00
website-business,finance_accounting,PASS,,0,1396aa47-22d4-436d-8ce4-3b1112085f84,"",545,2026-09-22T13:02:36.7976120+02:00
website-ecommerce,finance_accounting,PASS,,0,220ac8af-3ada-4b1e-beb1-4ea4c9ac9c49,"",5,2026-09-22T13:02:49.4345270+02:00
white-label-setup,finance_accounting,PASS,,2,75502f45-f268-4613-8541-42bf132ef7f5,"",5,2026-09-22T13:03:02.1375747+02:00
sales-enablement,finance_accounting,PASS,,2,fe228e94-fbfb-49a7-aa55-abb22bb45924,"",8,2026-09-22T13:03:17.6583165+02:00
vertical-package,finance_accounting,PASS,,2,e62118c3-e97e-41fd-819e-55c6e7392fcf,"",21,2026-09-22T13:03:46.8765014+02:00
lead-gen-retainer,finance_accounting,PASS,,3,c7426e8d-58bb-4b05-b5b9-3eb4e41d9ed0,"",26,2026-09-22T13:04:21.4727091+02:00
ai-support-retainer,finance_accounting,PASS,,3,4ccef2f1-12fa-40dc-a5f3-20658f063352,"",5,2026-09-22T13:04:34.5804725+02:00
custom-software,finance_accounting,PASS,,2,7070df78-981a-44ca-b576-74beae522a10,"",5,2026-09-22T13:04:47.1912807+02:00
bundle-portal-presence,finance_accounting,PASS,,2,19df0e18-70d9-4587-a8d0-84d33d3bd913,"",5,2026-09-22T13:04:59.8583327+02:00
bundle-sales-launch,finance_accounting,PASS,,2,2171ce5b-d78e-4c05-ae27-cb14e99488df,"",5,2026-09-22T13:05:12.6056646+02:00
bundle-ops-clarity,finance_accounting,PASS,,4,6dee6562-1697-4c3a-b0b9-c88ef3c45218,"",365,2026-09-22T13:11:25.9692872+02:00
setup-quick,hr_recruiting,PASS,,2,2ffa5f40-b58c-45dc-b8bc-6cc3423169ac,"",5,2026-09-22T13:11:38.8398683+02:00
setup-full,hr_recruiting,PASS,,4,b3d71272-9bd5-4945-838d-aa64f50d5e3b,"",5,2026-09-22T13:11:51.5533048+02:00
setup-custom,hr_recruiting,PASS,,3,78e10fd8-0610-405e-a3ac-eb977af1e73b,"",5,2026-09-22T13:12:04.3099640+02:00
audit,hr_recruiting,PASS,,2,196acf4c-5ca0-4e79-9e32-d718f13edb14,"",5,2026-09-22T13:12:16.9971830+02:00
integration,hr_recruiting,PASS,,3,8a614b57-1c6b-4e14-9050-5fa4d6f746e8,"",5,2026-09-22T13:12:29.5920617+02:00
workflow-design,hr_recruiting,PASS,,2,1984dc82-a152-4bad-bd7a-34e9b6bce017,"",5,2026-09-22T13:12:42.4545456+02:00
support-priority,hr_recruiting,PASS,,2,a1b978d1-a862-48a9-9bb4-ce8b14050ae8,"",5,2026-09-22T13:12:55.0336171+02:00
support-dedicated,hr_recruiting,PASS,,2,f16b8228-a466-4419-9b27-ed9394881e7e,"",5,2026-09-22T13:13:07.6824668+02:00
landing,hr_recruiting,PASS,,0,9a5495eb-aaf5-41e8-819b-3c2a5c0e9f59,"",5,2026-09-22T13:13:20.3665823+02:00
website-business,hr_recruiting,PASS,,0,8fde0e6a-40d0-469e-9393-881ed68e4409,"",547,2026-09-22T13:22:34.9233535+02:00
website-ecommerce,hr_recruiting,PASS,,0,c8e29fbb-dfb3-4439-8477-44eedf7795d9,"",5,2026-09-22T13:22:47.4473548+02:00
white-label-setup,hr_recruiting,PASS,,2,1ff41e8e-9489-44da-9563-d2635c8bf13b,"",5,2026-09-22T13:22:59.9891603+02:00
sales-enablement,hr_recruiting,PASS,,2,6f19ef74-739b-4cbf-b245-404914de97dd,"",6,2026-09-22T13:23:13.5437338+02:00
vertical-package,hr_recruiting,PASS,,2,3b30095a-e019-41f6-876a-d823d61d5bb2,"",5,2026-09-22T13:23:26.1674994+02:00
lead-gen-retainer,hr_recruiting,PASS,,3,6367aaf0-b0e9-4a38-ab4e-61ed46241377,"",9,2026-09-22T13:23:42.9601279+02:00
ai-support-retainer,hr_recruiting,PASS,,3,424a4096-65f7-4cbb-a1b1-333ab475e465,"",5,2026-09-22T13:23:55.5957867+02:00
custom-software,hr_recruiting,PASS,,2,1a4c6176-0966-4f74-b8e1-da4f2c36b1a2,"",5,2026-09-22T13:24:08.1070317+02:00
bundle-portal-presence,hr_recruiting,PASS,,2,ce607021-8b0a-4aec-98a8-3625f55028b0,"",5,2026-09-22T13:24:20.6385344+02:00
bundle-sales-launch,hr_recruiting,PASS,,2,afa3195e-6e41-43f1-ac91-70c330e93a89,"",5,2026-09-22T13:24:33.2352893+02:00
bundle-ops-clarity,hr_recruiting,PASS,,4,2afb34e2-7bae-4e2f-84c5-9d252a3dbe87,"",545,2026-09-22T13:33:46.6633126+02:00
setup-quick,legal_services,PASS,,2,e21f960c-db84-47f4-a5d1-bc2430066a66,"",5,2026-09-22T13:33:59.3263075+02:00
setup-full,legal_services,PASS,,4,50a21eb7-9a01-4a44-9112-7280e3876fcc,"",7,2026-09-22T13:34:14.3961313+02:00
setup-custom,legal_services,PASS,,3,ec6d0e93-efef-4252-9def-1d0cb3b60909,"",5,2026-09-22T13:34:27.0765661+02:00
audit,legal_services,PASS,,2,147be85d-ada9-435c-80e4-5fa9d18f7333,"",7,2026-09-22T13:34:42.2843674+02:00
integration,legal_services,PASS,,3,ad8a8511-344d-4f03-ae87-f7e37c80a84b,"",5,2026-09-22T13:34:55.7307735+02:00
workflow-design,legal_services,PASS,,2,ba726aff-e703-4e04-bd47-d9423b6bbf70,"",5,2026-09-22T13:35:09.1700636+02:00
support-priority,legal_services,PASS,,2,dbbdbbf6-e38b-47dd-bc05-4ce9d34716d1,"",5,2026-09-22T13:35:22.5948751+02:00
support-dedicated,legal_services,PASS,,2,9cafefbf-0b4e-4a7a-b386-83c77c0f2229,"",5,2026-09-22T13:35:35.8745711+02:00
landing,legal_services,PASS,,0,1e34f285-0908-4c78-a62c-96d8c1c80c7f,"",6,2026-09-22T13:35:49.8254025+02:00
website-business,legal_services,PASS,,0,a10df62d-c8f6-46fb-94c8-288e1bbdc81e,"",545,2026-09-22T13:45:03.3017505+02:00
website-ecommerce,legal_services,PASS,,0,9adb6cee-47ab-4599-86e0-db7db0b7a2c1,"",5,2026-09-22T13:45:15.9674389+02:00
white-label-setup,legal_services,PASS,,2,f6caebb0-b5fe-4a7d-9407-67f1d48373e5,"",5,2026-09-22T13:45:28.5279052+02:00
sales-enablement,legal_services,PASS,,2,e1fdba52-52eb-4db6-abd4-97449312b061,"",5,2026-09-22T13:45:41.0763431+02:00
vertical-package,legal_services,PASS,,2,9a275ab8-f862-4aea-af21-ab97c67ae848,"",4,2026-09-22T13:45:53.5759035+02:00
lead-gen-retainer,legal_services,PASS,,3,1e4ebb8c-0f7f-4c30-af6f-5bd485f04c7d,"",13,2026-09-22T13:46:14.4357328+02:00
ai-support-retainer,legal_services,PASS,,3,d4143907-d43f-4187-af21-232b062147ae,"",5,2026-09-22T13:46:27.6486266+02:00
custom-software,legal_services,PASS,,2,1ffe5c94-c65f-4bc2-9391-1cfd7197bdeb,"",5,2026-09-22T13:46:40.3065262+02:00
bundle-portal-presence,legal_services,PASS,,2,34fe93f2-e631-4fda-838f-b41356345325,"",5,2026-09-22T13:46:53.0027238+02:00
bundle-sales-launch,legal_services,PASS,,2,b8ba20c1-d5c6-475d-b11b-1f7bd41f9146,"",5,2026-09-22T13:47:05.6663098+02:00
bundle-ops-clarity,legal_services,PASS,,4,c9eb7084-b82d-4838-83cc-62b5e818f06c,"",5,2026-09-22T13:56:03.3354237+02:00
setup-quick,localization,PASS,,2,62b419f4-3a5a-4386-ab26-919ba2d95eef,"",5,2026-09-22T13:56:33.0511614+02:00
setup-full,localization,PASS,,4,61525547-8a3a-4036-b11c-a8fb8d46fbc5,"",5,2026-09-22T13:57:02.9919550+02:00
setup-custom,localization,PASS,,3,57efb4fe-b3e3-4be2-b0f5-37be4e422fc8,"",5,2026-09-22T13:57:32.6031083+02:00
audit,localization,PASS,,2,eb24b66f-ecaf-467c-b585-b75b4769a756,"",5,2026-09-22T13:58:02.3054798+02:00
integration,localization,PASS,,3,7fb72692-a196-450a-94c6-86b02638d8e8,"",5,2026-09-22T13:58:31.9109981+02:00
workflow-design,localization,PASS,,2,18f728d4-37b4-4e93-aff7-a9db749ebf93,"",5,2026-09-22T13:59:01.9198521+02:00
support-priority,localization,PASS,,2,c9386129-a9e8-427b-af00-1aade2646b80,"",5,2026-09-22T13:59:20.7325451+02:00
support-priority,localization,PASS,,2,4c8ce307-61e1-4023-b4bb-f10f36197f15,"",6,2026-09-22T13:59:32.5611979+02:00
support-dedicated,localization,PASS,,2,3c7181e3-4694-4c8f-ad05-70adec743569,"",5,2026-09-22T13:59:50.5706262+02:00
support-dedicated,localization,PASS,,2,55134bb8-5800-4689-8d1f-b7636323f301,"",5,2026-09-22T14:00:02.5995220+02:00
landing,localization,PASS,,0,3f6384ec-ec54-44fc-ae48-f420ff3d7a6d,"",5,2026-09-22T14:00:20.1403205+02:00
website-business,localization,PASS,,0,cad844ef-f7b1-4fb5-95b0-1c194c86e17d,"",5,2026-09-22T14:00:30.4873566+02:00
landing,localization,PASS,,0,40e9fe8d-51a6-4896-b700-08e6b24fe508,"",5,2026-09-22T14:00:32.3905698+02:00
website-business,localization,PASS,,0,fdf816f7-c704-4dd1-a04d-6bd655216317,"",5,2026-09-22T14:00:49.8086791+02:00
website-ecommerce,localization,PASS,,0,ccefcfd2-9979-469e-a3df-bac9212bcb7a,"",5,2026-09-22T14:01:00.0213388+02:00
website-business,localization,PASS,,0,2453b3be-5c89-4e20-a8ab-2603682b8af3,"",5,2026-09-22T14:01:02.1426756+02:00
website-ecommerce,localization,PASS,,0,6a7e393a-8519-456c-ba22-e96417183fc5,"",5,2026-09-22T14:01:19.3512312+02:00
white-label-setup,localization,PASS,,2,929331b9-f07a-4cac-ba79-c6108cb34737,"",4,2026-09-22T14:01:29.5183966+02:00
website-ecommerce,localization,PASS,,0,08208b3d-20b4-4284-b4a4-3ff0e11ecce0,"",7,2026-09-22T14:01:34.6380239+02:00
white-label-setup,localization,PASS,,2,2bf2d2f5-06f5-4ce5-96b1-6de6ed83795d,"",5,2026-09-22T14:01:49.1462820+02:00
sales-enablement,localization,PASS,,2,8f1b5688-003d-4534-8fa2-98e7f28fc93e,"",4,2026-09-22T14:01:59.0054622+02:00
white-label-setup,localization,PASS,,2,fceb5e47-47a8-496e-b179-5ded5c014ec3,"",5,2026-09-22T14:02:04.9346584+02:00
sales-enablement,localization,PASS,,2,fa9bf7a0-a136-4228-8633-777ae272caf6,"",5,2026-09-22T14:02:18.7415995+02:00
vertical-package,localization,PASS,,2,1e25c39c-10dc-4453-a1fd-74bdcc6d969e,"",5,2026-09-22T14:02:28.5441535+02:00
sales-enablement,localization,PASS,,2,68365504-254b-45ba-bcec-cce313d92cbe,"",5,2026-09-22T14:02:34.6015537+02:00
vertical-package,localization,PASS,,2,6c986b51-136a-47e6-b021-bc3bc2b9aa91,"",5,2026-09-22T14:02:48.3085516+02:00
lead-gen-retainer,localization,PASS,,3,9512c5fc-1252-4c89-9b0c-3510a7a935ad,"",4,2026-09-22T14:02:58.0021017+02:00
vertical-package,localization,PASS,,2,6153b133-d8bd-40db-809e-71dce80da124,"",5,2026-09-22T14:03:04.2640006+02:00
lead-gen-retainer,localization,PASS,,3,306b445b-18ff-49f9-bb45-909f9270ee81,"",9,2026-09-22T14:03:22.1509176+02:00
ai-support-retainer,localization,PASS,,3,8915294b-89dc-433e-81bc-ea738a251b2f,"",5,2026-09-22T14:03:27.8194816+02:00
lead-gen-retainer,localization,PASS,,3,d0371638-5abf-459e-9de0-7fd4f15e9f29,"",5,2026-09-22T14:03:33.8814011+02:00
ai-support-retainer,localization,PASS,,3,17fe46fd-05f6-433a-bbf7-868a798f41b4,"",5,2026-09-22T14:03:51.7540654+02:00
custom-software,localization,PASS,,2,88058d52-d0a1-4805-9551-45758ca066de,"",5,2026-09-22T14:03:57.7995848+02:00
ai-support-retainer,localization,PASS,,3,33eef22e-cb7a-4d4b-a504-0627bc69e467,"",5,2026-09-22T14:04:03.9931020+02:00
custom-software,localization,PASS,,2,4e6123b0-0067-4733-a9a7-70b45e57b41a,"",4,2026-09-22T14:04:21.2494398+02:00
bundle-portal-presence,localization,PASS,,2,bf17fec5-7dbf-482f-9419-ce527ca6ded8,"",5,2026-09-22T14:04:27.5444044+02:00
custom-software,localization,PASS,,2,76a418cc-2da7-4a05-9c38-500c31b16d70,"",5,2026-09-22T14:04:34.0322720+02:00
bundle-portal-presence,localization,PASS,,2,575104c6-b9af-4a5c-8860-7f34a85d944e,"",5,2026-09-22T14:04:50.8038411+02:00
bundle-sales-launch,localization,PASS,,2,4888ae9c-b40f-4189-aca8-33fc09a74ac2,"",5,2026-09-22T14:04:57.1680933+02:00
bundle-portal-presence,localization,PASS,,2,3515f10f-9f11-4efe-8619-c89e45807282,"",5,2026-09-22T14:05:03.6080579+02:00
bundle-sales-launch,localization,PASS,,2,1349e832-7b90-4ec6-a6cd-28492dbfb6df,"",5,2026-09-22T14:05:20.3584335+02:00
bundle-ops-clarity,localization,PASS,,4,f1368b7c-a6d3-4e8a-b204-d91ff554c27f,"",4,2026-09-22T14:05:26.6743992+02:00
bundle-sales-launch,localization,PASS,,2,df8c6018-efc8-4b69-bb9f-6fa9e0c2ddf1,"",5,2026-09-22T14:05:33.1578345+02:00
bundle-ops-clarity,localization,PASS,,4,f35cc70d-70ab-40c7-973b-59dbb8d958f7,"",4,2026-09-22T14:05:49.8298610+02:00
setup-quick,marketing,PASS,,2,ca4f3b2b-b848-4717-ad53-4fef4cf37c77,"",47,2026-09-22T14:06:38.9580749+02:00
bundle-ops-clarity,localization,PASS,,4,9b3da745-7106-41b6-80fd-ef17804f5435,"",53,2026-09-22T14:06:50.7369892+02:00
setup-quick,marketing,PASS,,2,a9154b85-06eb-473d-9833-aec26383490c,"",50,2026-09-22T14:07:05.0605727+02:00
setup-full,marketing,PASS,,4,aefc6376-b130-4f65-8180-69f1c9e15dc8,"",4,2026-09-22T14:07:08.4538212+02:00
setup-quick,marketing,PASS,,2,a9e03f93-f2e0-40c1-9fc9-fe1d889c3ca7,"",5,2026-09-22T14:07:20.3034209+02:00
setup-full,marketing,PASS,,4,729b5d98-4f6e-483a-915b-8bd6a7d429cd,"",5,2026-09-22T14:07:34.5997776+02:00
setup-custom,marketing,PASS,,3,5beb1344-0fa0-4b00-9ca0-ba61eb2e7a88,"",5,2026-09-22T14:07:37.9891326+02:00
setup-full,marketing,PASS,,4,1fac6115-1dfc-4c2a-b77e-4b4b3e0ae836,"",5,2026-09-22T14:07:49.9273538+02:00
setup-custom,marketing,PASS,,3,46a40cea-c516-4060-8e3f-1eb1a1035de7,"",4,2026-09-22T14:08:04.0480220+02:00
audit,marketing,PASS,,2,bda21b5d-37b1-4ded-a3a1-07bb93c540aa,"",4,2026-09-22T14:08:07.4720578+02:00
setup-custom,marketing,PASS,,3,e242ecd6-a27d-42a6-8833-bb22c6423f73,"",5,2026-09-22T14:08:19.8473962+02:00
audit,marketing,PASS,,2,10d5e5e8-1562-416a-a51a-3382078d296f,"",5,2026-09-22T14:08:33.6676965+02:00
integration,marketing,PASS,,3,b50c3f65-3c42-4aef-86ad-4cec60ba28fc,"",5,2026-09-22T14:08:36.9837648+02:00
audit,marketing,PASS,,2,f1351ae2-cf9c-4e4b-970e-b96d7152f8b1,"",4,2026-09-22T14:08:49.3668586+02:00
integration,marketing,PASS,,3,05c531fb-91dc-4a0a-9376-d8db326b0bf0,"",5,2026-09-22T14:09:03.4482718+02:00
workflow-design,marketing,PASS,,2,eb0bdf9b-3821-4704-867c-d01af456ee3d,"",5,2026-09-22T14:09:06.5451610+02:00
integration,marketing,PASS,,3,879f7058-9fc8-450b-8e79-23781203d122,"",5,2026-09-22T14:09:18.9244170+02:00
workflow-design,marketing,PASS,,2,1f792034-c1d5-4ab2-9805-11b7a3f84591,"",5,2026-09-22T14:09:33.0962133+02:00
support-priority,marketing,PASS,,2,1a5a7cb8-19f6-4bc2-bbe3-194cea58f91c,"",4,2026-09-22T14:09:36.0095685+02:00
workflow-design,marketing,PASS,,2,714c5803-4825-4c3b-9163-22be5d3c9404,"",5,2026-09-22T14:09:48.5824049+02:00
support-priority,marketing,PASS,,2,2dcdc8a9-a759-482d-a5df-89b8f5f8c24d,"",4,2026-09-22T14:10:02.5711351+02:00
support-dedicated,marketing,PASS,,2,64b18bb3-ac1e-4024-b69d-45ecf2c847b5,"",5,2026-09-22T14:10:05.7518997+02:00
support-priority,marketing,PASS,,2,b101c9c5-f2bd-4ea6-9a01-5e7dc8ad0d41,"",5,2026-09-22T14:10:18.2424155+02:00
support-dedicated,marketing,PASS,,2,71a4a5f2-b2fc-4763-a4c4-dc88e73383d9,"",5,2026-09-22T14:10:32.1408743+02:00
landing,marketing,PASS,,0,fc017f52-4d2c-4c74-aea5-6d20b8217ff7,"",5,2026-09-22T14:10:35.4792049+02:00
support-dedicated,marketing,PASS,,2,0c4e16de-62e4-4a2a-9d29-ae05c1bfb8cf,"",5,2026-09-22T14:10:47.9214418+02:00
landing,marketing,PASS,,0,a07b01c8-c86a-46ce-9432-4cee5f8bd705,"",5,2026-09-22T14:11:01.8073115+02:00
website-business,marketing,PASS,,0,24469e56-5618-453a-ad73-cd5720cc5e6b,"",5,2026-09-22T14:11:05.8869304+02:00
