# verticals
slug,name,category,category_name_sr,pricing_tier,market_index,market_intensity,tam_estimate_usd,competition_score,primary_deliverable_id,vertical_package_client_eur,primary_deliverable_client_eur,resource_cost_eur,owner_net_vertical_package_eur,owner_net_primary_eur,owner_net_after_quality_eur,has_page,has_outreach,href
creator-services-tiktok-management,Tiktok Management (Creator Services),creator_services,Creator usluge,standard,0.98,62,137200,61,landing,363,1806,63,240,1379,228,true,true,/solutions/creator-services-tiktok-management
creator-services-youtube-management,Youtube Management (Creator Services),creator_services,Creator usluge,standard,0.98,62,137200,61,landing,363,1806,63,240,1379,228,true,true,/solutions/creator-services-youtube-management
customer-service-community-support,Community Support (Customer Service),customer_service,Korisnička podrška,budget,0.86,52,125200,56,ai-support-retainer,234,325,63,137,218,130,true,true,/solutions/customer-service-community-support
customer-service-complaint-handling,Complaint Handling (Customer Service),customer_service,Korisnička podrška,budget,0.86,52,125200,56,ai-support-retainer,234,325,63,137,218,130,true,true,/solutions/customer-service-complaint-handling
customer-service-customer-onboarding,Customer Onboarding (Customer Service),customer_service,Korisnička podrška,budget,0.86,52,125200,56,ai-support-retainer,234,325,63,137,218,130,true,true,/solutions/customer-service-customer-onboarding
customer-service-customer-retention,Customer Retention (Customer Service),customer_service,Korisnička podrška,budget,0.86,52,125200,56,ai-support-retainer,234,325,63,137,218,130,true,true,/solutions/customer-service-customer-retention
customer-service-customer-success,Customer Success (Customer Service),customer_service,Korisnička podrška,budget,0.86,52,125200,56,ai-support-retainer,234,325,63,137,218,130,true,true,/solutions/customer-service-customer-success
customer-service-customer-support,Customer Support (Customer Service),customer_service,Korisnička podrška,budget,0.86,52,125200,56,ai-support-retainer,234,325,63,137,218,130,true,true,/solutions/customer-service-customer-support
customer-service-email-support,Email Support (Customer Service),customer_service,Korisnička podrška,budget,0.86,52,125200,56,ai-support-retainer,234,325,63,137,218,130,true,true,/solutions/customer-service-email-support
customer-service-help-desk-support,Help Desk Support (Customer Service),customer_service,Korisnička podrška,budget,0.86,52,125200,56,ai-support-retainer,234,325,63,137,218,130,true,true,/solutions/customer-service-help-desk-support
customer-service-live-chat-support,Live Chat Support (Customer Service),customer_service,Korisnička podrška,budget,0.86,52,125200,56,ai-support-retainer,234,325,63,137,218,130,true,true,/solutions/customer-service-live-chat-support
customer-service-phone-support,Phone Support (Customer Service),customer_service,Korisnička podrška,budget,0.86,52,125200,56,ai-support-retainer,234,325,63,137,218,130,true,true,/solutions/customer-service-phone-support
customer-service-technical-support,Technical Support (Customer Service),customer_service,Korisnička podrška,budget,0.86,52,125200,56,ai-support-retainer,234,325,63,137,218,130,true,true,/solutions/customer-service-technical-support
customer-service-ticket-support,Ticket Support (Customer Service),customer_service,Korisnička podrška,budget,0.86,52,125200,56,ai-support-retainer,234,325,63,137,218,130,true,true,/solutions/customer-service-ticket-support
design-creative-2d-animation,2d Animation (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-2d-animation
design-creative-3d-animation,3d Animation (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-3d-animation
design-creative-3d-modeling,3d Modeling (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-3d-modeling
design-creative-3d-rendering,3d Rendering (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-3d-rendering
design-creative-banner-design,Banner Design (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-banner-design
design-creative-brand-guidelines,Brand Guidelines (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-brand-guidelines
design-creative-brand-identity,Brand Identity (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-brand-identity
design-creative-brochure-design,Brochure Design (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-brochure-design
design-creative-character-design,Character Design (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-character-design
design-creative-creative-direction,Creative Direction (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-creative-direction
design-creative-digital-art,Digital Art (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-digital-art
design-creative-flyer-design,Flyer Design (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-flyer-design
design-creative-graphic-design,Graphic Design (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-graphic-design
design-creative-illustration,Illustration (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-illustration
design-creative-infographic-design,Infographic Design (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-infographic-design
design-creative-label-design,Label Design (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-label-design
design-creative-logo-design,Logo Design (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-logo-design
design-creative-mobile-app-design,Mobile App Design (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-mobile-app-design
design-creative-motion-graphics,Motion Graphics (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-motion-graphics
design-creative-nft-art,Nft Art (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-nft-art
design-creative-nft-design,Nft Design (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-nft-design
design-creative-packaging-design,Packaging Design (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-packaging-design
design-creative-poster-design,Poster Design (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-poster-design
design-creative-presentation-design,Presentation Design (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-presentation-design
design-creative-print-design,Print Design (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-print-design
design-creative-product-visualization,Product Visualization (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-product-visualization
design-creative-prototyping,Prototyping (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-prototyping
design-creative-social-media-design,Social Media Design (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-social-media-design
design-creative-ui-design,Ui Design (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-ui-design
design-creative-ux-design,Ux Design (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-ux-design
design-creative-ux-research,Ux Research (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-ux-research
design-creative-visual-identity,Visual Identity (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-visual-identity
design-creative-web-design,Web Design (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-web-design
design-creative-wireframing,Wireframing (Design & Creative),design_creative,Dizajn & kreativa,standard,1.06,55,128000,58,landing,386,1919,63,258,1470,245,true,true,/solutions/design-creative-wireframing
development-it-ai-development,Ai Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-ai-development
development-it-android-development,Android Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-android-development
development-it-angular-development,Angular Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-angular-development
development-it-api-development,Api Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-api-development
development-it-automation-testing,Automation Testing (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-automation-testing
development-it-aws,Aws (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-aws
development-it-azure,Azure (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-azure
development-it-backend-development,Backend Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-backend-development
development-it-blockchain-development,Blockchain Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-blockchain-development
development-it-c-development,C Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-c-development
development-it-ci-cd,Ci Cd (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-ci-cd
development-it-cloud-computing,Cloud Computing (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-cloud-computing
development-it-cloud-engineering,Cloud Engineering (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-cloud-engineering
development-it-cross-platform-development,Cross Platform Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-cross-platform-development
development-it-cybersecurity,Cybersecurity (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-cybersecurity
development-it-database-development,Database Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-database-development
development-it-desktop-applications,Desktop Applications (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-desktop-applications
development-it-devops,Devops (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-devops
development-it-docker,Docker (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-docker
development-it-drupal-development,Drupal Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-drupal-development
development-it-frontend-development,Frontend Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-frontend-development
development-it-full-stack-development,Full Stack Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-full-stack-development
development-it-game-development,Game Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-game-development
development-it-google-cloud,Google Cloud (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-google-cloud
development-it-infrastructure-engineering,Infrastructure Engineering (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-infrastructure-engineering
development-it-ios-development,Ios Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-ios-development
development-it-java-development,Java Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-java-development
development-it-kubernetes,Kubernetes (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-kubernetes
development-it-laravel-development,Laravel Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-laravel-development
development-it-low-code-development,Low Code Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-low-code-development
development-it-magento-development,Magento Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-magento-development
development-it-mobile-app-development,Mobile App Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-mobile-app-development
development-it-net-development,Net Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-net-development
development-it-network-administration,Network Administration (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-network-administration
development-it-no-code-development,No Code Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-no-code-development
development-it-node-js-development,Node Js Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-node-js-development
development-it-penetration-testing,Penetration Testing (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-penetration-testing
development-it-php-development,Php Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-php-development
development-it-python-development,Python Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-python-development
development-it-qa-testing,Qa Testing (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-qa-testing
development-it-react-development,React Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-react-development
development-it-ruby-on-rails-development,Ruby On Rails Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-ruby-on-rails-development
development-it-shopify-development,Shopify Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-shopify-development
development-it-software-development,Software Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-software-development
development-it-system-administration,System Administration (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-system-administration
development-it-vue-js-development,Vue Js Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-vue-js-development
development-it-web-development,Web Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-web-development
development-it-web3-development,Web3 Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-web3-development
development-it-website-maintenance,Website Maintenance (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-website-maintenance
development-it-woocommerce-development,Woocommerce Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-woocommerce-development
development-it-wordpress-development,Wordpress Development (Development & IT),development_it,Development & IT,premium,1.3,62,135600,61,setup-full,651,4688,63,470,3559,447,true,true,/solutions/development-it-wordpress-development
ecommerce-amazon-fba,Amazon Fba (E-commerce),ecommerce,E-commerce,standard,1.14,64,134000,62,setup-full,425,3059,63,290,2256,276,true,true,/solutions/ecommerce-amazon-fba
ecommerce-amazon-ppc,Amazon Ppc (E-commerce),ecommerce,E-commerce,standard,1.14,64,134000,62,setup-full,425,3059,63,290,2256,276,true,true,/solutions/ecommerce-amazon-ppc
ecommerce-amazon-store-management,Amazon Store Management (E-commerce),ecommerce,E-commerce,standard,1.14,64,134000,62,setup-full,425,3059,63,290,2256,276,true,true,/solutions/ecommerce-amazon-store-management
ecommerce-conversion-optimization,Conversion Optimization (E-commerce),ecommerce,E-commerce,standard,1.14,64,134000,62,setup-full,425,3059,63,290,2256,276,true,true,/solutions/ecommerce-conversion-optimization
ecommerce-dropshipping,Dropshipping (E-commerce),ecommerce,E-commerce,standard,1.14,64,134000,62,setup-full,425,3059,63,290,2256,276,true,true,/solutions/ecommerce-dropshipping
ecommerce-e-commerce-consulting,E Commerce Consulting (E-commerce),ecommerce,E-commerce,standard,1.14,64,134000,62,setup-full,425,3059,63,290,2256,276,true,true,/solutions/ecommerce-e-commerce-consulting
ecommerce-ebay-store-management,Ebay Store Management (E-commerce),ecommerce,E-commerce,standard,1.14,64,134000,62,setup-full,425,3059,63,290,2256,276,true,true,/solutions/ecommerce-ebay-store-management
ecommerce-etsy-store-management,Etsy Store Management (E-commerce),ecommerce,E-commerce,standard,1.14,64,134000,62,setup-full,425,3059,63,290,2256,276,true,true,/solutions/ecommerce-etsy-store-management
ecommerce-inventory-management,Inventory Management (E-commerce),ecommerce,E-commerce,standard,1.14,64,134000,62,setup-full,425,3059,63,290,2256,276,true,true,/solutions/ecommerce-inventory-management
ecommerce-magento-store-setup,Magento Store Setup (E-commerce),ecommerce,E-commerce,standard,1.14,64,134000,62,setup-full,425,3059,63,290,2256,276,true,true,/solutions/ecommerce-magento-store-setup
ecommerce-marketplace-management,Marketplace Management (E-commerce),ecommerce,E-commerce,standard,1.14,64,134000,62,setup-full,425,3059,63,290,2256,276,true,true,/solutions/ecommerce-marketplace-management
ecommerce-order-fulfillment,Order Fulfillment (E-commerce),ecommerce,E-commerce,standard,1.14,64,134000,62,setup-full,425,3059,63,290,2256,276,true,true,/solutions/ecommerce-order-fulfillment
ecommerce-product-listing,Product Listing (E-commerce),ecommerce,E-commerce,standard,1.14,64,134000,62,setup-full,425,3059,63,290,2256,276,true,true,/solutions/ecommerce-product-listing
ecommerce-product-listings,Product Listings (E-commerce),ecommerce,E-commerce,standard,1.14,64,134000,62,setup-full,425,3059,63,290,2256,276,true,true,/solutions/ecommerce-product-listings
ecommerce-product-research,Product Research (E-commerce),ecommerce,E-commerce,standard,1.14,64,134000,62,setup-full,425,3059,63,290,2256,276,true,true,/solutions/ecommerce-product-research
ecommerce-product-sourcing,Product Sourcing (E-commerce),ecommerce,E-commerce,standard,1.14,64,134000,62,setup-full,425,3059,63,290,2256,276,true,true,/solutions/ecommerce-product-sourcing
ecommerce-shopify-store-setup,Shopify Store Setup (E-commerce),ecommerce,E-commerce,standard,1.14,64,134000,62,setup-full,425,3059,63,290,2256,276,true,true,/solutions/ecommerce-shopify-store-setup
ecommerce-store-management,Store Management (E-commerce),ecommerce,E-commerce,standard,1.14,64,134000,62,setup-full,425,3059,63,290,2256,276,true,true,/solutions/ecommerce-store-management
ecommerce-tiktok-shop,Tiktok Shop (E-commerce),ecommerce,E-commerce,standard,1.14,64,134000,62,setup-full,425,3059,63,290,2256,276,true,true,/solutions/ecommerce-tiktok-shop
ecommerce-walmart-marketplace,Walmart Marketplace (E-commerce),ecommerce,E-commerce,standard,1.14,64,134000,62,setup-full,425,3059,63,290,2256,276,true,true,/solutions/ecommerce-walmart-marketplace
ecommerce-woocommerce-store-setup,Woocommerce Store Setup (E-commerce),ecommerce,E-commerce,standard,1.14,64,134000,62,setup-full,425,3059,63,290,2256,276,true,true,/solutions/ecommerce-woocommerce-store-setup
education-art-school,Art School (Education),education,Obrazovanje,standard,1,52,119600,56,vertical-package,362,362,63,239,239,227,true,true,/solutions/education-art-school
education-certification,Certification (Education),education,Obrazovanje,standard,1,52,119600,56,vertical-package,362,362,63,239,239,227,true,true,/solutions/education-certification
education-coding-bootcamp,Coding Bootcamp (Education),education,Obrazovanje,standard,1,52,119600,56,vertical-package,362,362,63,239,239,227,true,true,/solutions/education-coding-bootcamp
education-corporate-training,Corporate Training (Education),education,Obrazovanje,standard,1,52,119600,56,vertical-package,362,362,63,239,239,227,true,true,/solutions/education-corporate-training
education-dance-studio,Dance Studio (Education),education,Obrazovanje,standard,1,52,119600,56,vertical-package,362,362,63,239,239,227,true,true,/solutions/education-dance-studio
education-driving-school,Driving School (Education),education,Obrazovanje,standard,1,52,119600,56,vertical-package,362,362,63,239,239,227,true,true,/solutions/education-driving-school
education-edtech,Edtech (Education),education,Obrazovanje,standard,1,52,119600,56,vertical-package,362,362,63,239,239,227,true,true,/solutions/education-edtech
education-exam-prep,Exam Prep (Education),education,Obrazovanje,standard,1,52,119600,56,vertical-package,362,362,63,239,239,227,true,true,/solutions/education-exam-prep
education-language-school,Language School (Education),education,Obrazovanje,standard,1,52,119600,56,vertical-package,362,362,63,239,239,227,true,true,/solutions/education-language-school
education-library,Library (Education),education,Obrazovanje,standard,1,52,119600,56,vertical-package,362,362,63,239,239,227,true,true,/solutions/education-library
education-mentorship,Mentorship (Education),education,Obrazovanje,standard,1,52,119600,56,vertical-package,362,362,63,239,239,227,true,true,/solutions/education-mentorship
education-music-school,Music School (Education),education,Obrazovanje,standard,1,52,119600,56,vertical-package,362,362,63,239,239,227,true,true,/solutions/education-music-school
education-online-course,Online Course (Education),education,Obrazovanje,standard,1,52,119600,56,vertical-package,362,362,63,239,239,227,true,true,/solutions/education-online-course
education-preschool,Preschool (Education),education,Obrazovanje,standard,1,52,119600,56,vertical-package,362,362,63,239,239,227,true,true,/solutions/education-preschool
education-research-lab,Research Lab (Education),education,Obrazovanje,standard,1,52,119600,56,vertical-package,362,362,63,239,239,227,true,true,/solutions/education-research-lab
education-special-ed,Special Ed (Education),education,Obrazovanje,standard,1,52,119600,56,vertical-package,362,362,63,239,239,227,true,true,/solutions/education-special-ed
education-sports-academy,Sports Academy (Education),education,Obrazovanje,standard,1,52,119600,56,vertical-package,362,362,63,239,239,227,true,true,/solutions/education-sports-academy
education-training-academic-tutoring,Academic Tutoring (Education & Training),education_training,Obrazovanje & trening,standard,1,52,126800,56,landing,362,1800,63,239,1374,227,true,true,/solutions/education-training-academic-tutoring
education-training-business-coaching,Business Coaching (Education & Training),education_training,Obrazovanje & trening,standard,1,52,126800,56,landing,362,1800,63,239,1374,227,true,true,/solutions/education-training-business-coaching
education-training-career-coaching,Career Coaching (Education & Training),education_training,Obrazovanje & trening,standard,1,52,126800,56,landing,362,1800,63,239,1374,227,true,true,/solutions/education-training-career-coaching
education-training-coaching,Coaching (Education & Training),education_training,Obrazovanje & trening,standard,1,52,126800,56,landing,362,1800,63,239,1374,227,true,true,/solutions/education-training-coaching
education-training-corporate-training,Corporate Training (Education & Training),education_training,Obrazovanje & trening,standard,1,52,126800,56,landing,362,1800,63,239,1374,227,true,true,/solutions/education-training-corporate-training
education-training-course-creation,Course Creation (Education & Training),education_training,Obrazovanje & trening,standard,1,52,126800,56,landing,362,1800,63,239,1374,227,true,true,/solutions/education-training-course-creation
education-training-curriculum-development,Curriculum Development (Education & Training),education_training,Obrazovanje & trening,standard,1,52,126800,56,landing,362,1800,63,239,1374,227,true,true,/solutions/education-training-curriculum-development
education-training-employee-training,Employee Training (Education & Training),education_training,Obrazovanje & trening,standard,1,52,126800,56,landing,362,1800,63,239,1374,227,true,true,/solutions/education-training-employee-training
education-training-instructional-design,Instructional Design (Education & Training),education_training,Obrazovanje & trening,standard,1,52,126800,56,landing,362,1800,63,239,1374,227,true,true,/solutions/education-training-instructional-design
education-training-language-teaching,Language Teaching (Education & Training),education_training,Obrazovanje & trening,standard,1,52,126800,56,landing,362,1800,63,239,1374,227,true,true,/solutions/education-training-language-teaching
education-training-language-tutoring,Language Tutoring (Education & Training),education_training,Obrazovanje & trening,standard,1,52,126800,56,landing,362,1800,63,239,1374,227,true,true,/solutions/education-training-language-tutoring
education-training-life-coaching,Life Coaching (Education & Training),education_training,Obrazovanje & trening,standard,1,52,126800,56,landing,362,1800,63,239,1374,227,true,true,/solutions/education-training-life-coaching
education-training-mentoring,Mentoring (Education & Training),education_training,Obrazovanje & trening,standard,1,52,126800,56,landing,362,1800,63,239,1374,227,true,true,/solutions/education-training-mentoring
education-training-online-tutoring,Online Tutoring (Education & Training),education_training,Obrazovanje & trening,standard,1,52,126800,56,landing,362,1800,63,239,1374,227,true,true,/solutions/education-training-online-tutoring
education-training-stem-tutoring,Stem Tutoring (Education & Training),education_training,Obrazovanje & trening,standard,1,52,126800,56,landing,362,1800,63,239,1374,227,true,true,/solutions/education-training-stem-tutoring
education-training-test-preparation,Test Preparation (Education & Training),education_training,Obrazovanje & trening,standard,1,52,126800,56,landing,362,1800,63,239,1374,227,true,true,/solutions/education-training-test-preparation
education-tutoring,Tutoring (Education),education,Obrazovanje,standard,1,52,119600,56,vertical-package,362,362,63,239,239,227,true,true,/solutions/education-tutoring
education-university,University (Education),education,Obrazovanje,standard,1,52,119600,56,vertical-package,362,362,63,239,239,227,true,true,/solutions/education-university
education-vocational,Vocational (Education),education,Obrazovanje,standard,1,52,119600,56,vertical-package,362,362,63,239,239,227,true,true,/solutions/education-vocational
energy-battery-storage,Battery Storage (Energy),energy,Energija,regulated,1.48,48,112400,54,vertical-package,875,875,63,650,650,618,true,true,/solutions/energy-battery-storage
energy-biomass,Biomass (Energy),energy,Energija,regulated,1.48,48,112400,54,vertical-package,875,875,63,650,650,618,true,true,/solutions/energy-biomass
energy-carbon-credits,Carbon Credits (Energy),energy,Energija,regulated,1.48,48,112400,54,vertical-package,875,875,63,650,650,618,true,true,/solutions/energy-carbon-credits
energy-energy-audit,Energy Audit (Energy),energy,Energija,regulated,1.48,48,112400,54,vertical-package,875,875,63,650,650,618,true,true,/solutions/energy-energy-audit
energy-energy-consulting,Energy Consulting (Energy),energy,Energija,regulated,1.48,48,112400,54,vertical-package,875,875,63,650,650,618,true,true,/solutions/energy-energy-consulting
