deliverableId,industry,status,score,artifacts,seconds,error,checkedAt
support-priority,manufacturing,PASS,,2,2,"",2026-08-03T20:49:58.2698716+02:00
support-priority,technology,PASS,,2,2,"",2026-08-03T20:50:00.4784457+02:00
support-priority,media,PASS,,2,2,"",2026-08-03T20:50:02.9250500+02:00
support-priority,nonprofit,PASS,,2,2,"",2026-08-03T20:50:05.2147795+02:00
support-priority,government,PASS,,2,2,"",2026-08-03T20:50:07.4218014+02:00
support-priority,energy,PASS,,2,2,"",2026-08-03T20:50:09.5795870+02:00
support-priority,travel,PASS,,2,2,"",2026-08-03T20:50:11.7067175+02:00
support-priority,professional,PASS,,2,2,"",2026-08-03T20:50:13.8629429+02:00
support-priority,entertainment,PASS,,2,2,"",2026-08-03T20:50:16.1131273+02:00
support-priority,home_services,PASS,,2,2,"",2026-08-03T20:50:18.2573319+02:00
support-priority,pets,PASS,,2,2,"",2026-08-03T20:50:20.3913985+02:00
support-dedicated,ai_data,PASS,,2,92,"",2026-08-03T21:00:52.7592985+02:00
support-dedicated,design_creative,PASS,,2,2,"",2026-08-03T21:00:54.9920645+02:00
support-dedicated,writing_translation,PASS,,2,2,"",2026-08-03T21:00:57.1631890+02:00
support-dedicated,marketing,PASS,,2,2,"",2026-08-03T21:00:59.3935508+02:00
support-dedicated,sales,PASS,,2,2,"",2026-08-03T21:01:01.6423421+02:00
support-dedicated,admin_support,PASS,,2,2,"",2026-08-03T21:01:03.8583305+02:00
support-dedicated,customer_service,PASS,,2,2,"",2026-08-03T21:01:06.0917162+02:00
support-dedicated,business_consulting,PASS,,2,2,"",2026-08-03T21:01:08.2751281+02:00
support-dedicated,finance_accounting,PASS,,2,2,"",2026-08-03T21:01:10.4375578+02:00
support-dedicated,legal_services,PASS,,2,2,"",2026-08-03T21:01:12.7258935+02:00
support-dedicated,ecommerce,PASS,,2,2,"",2026-08-03T21:01:14.9486175+02:00
support-dedicated,engineering_architecture,PASS,,2,2,"",2026-08-03T21:01:17.4253679+02:00
support-dedicated,video_animation,PASS,,2,2,"",2026-08-03T21:01:19.6552288+02:00
support-dedicated,audio_music,PASS,,2,2,"",2026-08-03T21:01:21.8126348+02:00
support-dedicated,education_training,PASS,,2,2,"",2026-08-03T21:01:24.1242026+02:00
support-dedicated,hr_recruiting,PASS,,2,2,"",2026-08-03T21:01:26.4634648+02:00
support-dedicated,photography,PASS,,2,2,"",2026-08-03T21:01:28.6401147+02:00
support-dedicated,product_project_management,PASS,,2,2,"",2026-08-03T21:01:30.7724936+02:00
support-dedicated,engineering_science,PASS,,2,2,"",2026-08-03T21:01:33.0922741+02:00
support-dedicated,web3,PASS,,2,2,"",2026-08-03T21:01:35.3922663+02:00
support-dedicated,localization,PASS,,2,2,"",2026-08-03T21:01:37.5205854+02:00
support-dedicated,community_moderation,PASS,,2,2,"",2026-08-03T21:01:39.6903100+02:00
support-dedicated,creator_services,PASS,,2,2,"",2026-08-03T21:01:41.8378776+02:00
support-dedicated,real_estate_services,PASS,,2,2,"",2026-08-03T21:01:44.0079915+02:00
support-dedicated,healthcare,PASS,,2,2,"",2026-08-03T21:01:46.1929706+02:00
support-dedicated,legal,PASS,,2,2,"",2026-08-03T21:01:48.4259703+02:00
support-dedicated,retail,PASS,,2,2,"",2026-08-03T21:01:50.5722519+02:00
support-dedicated,hospitality,PASS,,2,2,"",2026-08-03T21:01:52.9546256+02:00
support-dedicated,construction,PASS,,2,2,"",2026-08-03T21:01:55.3389695+02:00
support-dedicated,education,PASS,,2,2,"",2026-08-03T21:01:57.4735701+02:00
support-dedicated,finance,PASS,,2,2,"",2026-08-03T21:01:59.6504991+02:00
support-dedicated,logistics,PASS,,2,2,"",2026-08-03T21:02:01.8055372+02:00
support-dedicated,beauty,PASS,,2,2,"",2026-08-03T21:02:04.0672006+02:00
support-dedicated,fitness,PASS,,2,2,"",2026-08-03T21:02:06.3056354+02:00
support-dedicated,agriculture,PASS,,2,2,"",2026-08-03T21:02:08.4885379+02:00
support-dedicated,automotive,PASS,,2,2,"",2026-08-03T21:02:10.7048549+02:00
support-dedicated,real-estate,PASS,,2,3,"",2026-08-03T21:02:13.4090075+02:00
support-dedicated,manufacturing,PASS,,2,2,"",2026-08-03T21:02:15.7247993+02:00
support-dedicated,technology,PASS,,2,2,"",2026-08-03T21:02:18.1100028+02:00
support-dedicated,media,PASS,,2,2,"",2026-08-03T21:02:20.6006832+02:00
support-dedicated,nonprofit,PASS,,2,2,"",2026-08-03T21:02:22.9889113+02:00
support-dedicated,government,PASS,,2,2,"",2026-08-03T21:02:25.2601085+02:00
support-dedicated,energy,PASS,,2,2,"",2026-08-03T21:02:27.5409330+02:00
support-dedicated,travel,PASS,,2,2,"",2026-08-03T21:02:29.7395755+02:00
support-dedicated,professional,PASS,,2,2,"",2026-08-03T21:02:32.1646096+02:00
support-dedicated,entertainment,PASS,,2,2,"",2026-08-03T21:02:34.4443171+02:00
support-dedicated,home_services,PASS,,2,2,"",2026-08-03T21:02:36.7537438+02:00
support-dedicated,pets,PASS,,2,2,"",2026-08-03T21:02:38.9174429+02:00
support-dedicated,industrial,PASS,,2,2,"",2026-08-03T21:02:41.1306006+02:00
landing,development_it,PASS,,0,2,"",2026-08-03T21:02:43.4952014+02:00
landing,ai_data,PASS,,0,2,"",2026-08-03T21:02:45.8068743+02:00
landing,design_creative,PASS,,0,2,"",2026-08-03T21:02:48.0586656+02:00
landing,writing_translation,PASS,,0,2,"",2026-08-03T21:02:50.2390528+02:00
landing,marketing,PASS,,0,2,"",2026-08-03T21:02:52.5595928+02:00
landing,sales,PASS,,0,2,"",2026-08-03T21:02:54.7842516+02:00
landing,admin_support,PASS,,0,2,"",2026-08-03T21:02:56.9927563+02:00
landing,customer_service,PASS,,0,2,"",2026-08-03T21:02:59.1443642+02:00
landing,business_consulting,PASS,,0,2,"",2026-08-03T21:03:01.3675526+02:00
landing,finance_accounting,PASS,,0,2,"",2026-08-03T21:03:03.5730232+02:00
landing,legal_services,PASS,,0,2,"",2026-08-03T21:03:05.9250871+02:00
landing,ecommerce,PASS,,0,2,"",2026-08-03T21:03:08.1099221+02:00
landing,engineering_architecture,PASS,,0,2,"",2026-08-03T21:03:10.2910506+02:00
landing,video_animation,PASS,,0,2,"",2026-08-03T21:03:12.4912218+02:00
landing,audio_music,PASS,,0,2,"",2026-08-03T21:03:14.7266423+02:00
landing,education_training,PASS,,0,2,"",2026-08-03T21:03:16.9616005+02:00
landing,hr_recruiting,PASS,,0,2,"",2026-08-03T21:03:19.1103567+02:00
landing,photography,PASS,,0,2,"",2026-08-03T21:03:21.3578970+02:00
landing,product_project_management,PASS,,0,2,"",2026-08-03T21:03:23.5055772+02:00
landing,engineering_science,PASS,,0,2,"",2026-08-03T21:03:25.7823387+02:00
landing,web3,PASS,,0,2,"",2026-08-03T21:03:28.1853551+02:00
landing,localization,PASS,,0,2,"",2026-08-03T21:03:30.4678773+02:00
landing,community_moderation,PASS,,0,3,"",2026-08-03T21:03:33.0513507+02:00
landing,creator_services,PASS,,0,2,"",2026-08-03T21:03:35.5567763+02:00
landing,real_estate_services,PASS,,0,2,"",2026-08-03T21:03:37.7380197+02:00
landing,healthcare,PASS,,0,2,"",2026-08-03T21:03:40.0226843+02:00
landing,legal,PASS,,0,2,"",2026-08-03T21:03:42.2086906+02:00
landing,retail,PASS,,0,2,"",2026-08-03T21:03:44.5239917+02:00
landing,hospitality,PASS,,0,2,"",2026-08-03T21:03:46.7944722+02:00
landing,construction,PASS,,0,2,"",2026-08-03T21:03:48.9782651+02:00
landing,education,PASS,,0,2,"",2026-08-03T21:03:51.1230245+02:00
landing,finance,PASS,,0,2,"",2026-08-03T21:03:53.5385932+02:00
landing,logistics,PASS,,0,4,"",2026-08-03T21:03:57.9973755+02:00
landing,beauty,PASS,,0,2,"",2026-08-03T21:04:00.1264099+02:00
landing,fitness,PASS,,0,2,"",2026-08-03T21:04:02.5533460+02:00
landing,agriculture,PASS,,0,2,"",2026-08-03T21:04:04.8188811+02:00
landing,automotive,PASS,,0,2,"",2026-08-03T21:04:07.0735229+02:00
landing,real-estate,PASS,,0,2,"",2026-08-03T21:04:09.2917145+02:00
landing,manufacturing,PASS,,0,2,"",2026-08-03T21:04:11.5234854+02:00
landing,technology,PASS,,0,2,"",2026-08-03T21:04:13.6937273+02:00
landing,media,PASS,,0,2,"",2026-08-03T21:04:15.9044935+02:00
landing,nonprofit,PASS,,0,2,"",2026-08-03T21:04:18.0391714+02:00
landing,government,PASS,,0,2,"",2026-08-03T21:04:20.2219900+02:00
landing,energy,PASS,,0,2,"",2026-08-03T21:04:22.4338367+02:00
landing,travel,PASS,,0,2,"",2026-08-03T21:04:24.6649566+02:00
landing,professional,PASS,,0,2,"",2026-08-03T21:04:26.9121671+02:00
landing,entertainment,PASS,,0,2,"",2026-08-03T21:04:29.1003832+02:00
landing,home_services,PASS,,0,2,"",2026-08-03T21:04:31.3158002+02:00
landing,pets,PASS,,0,2,"",2026-08-03T21:04:33.5707453+02:00
landing,industrial,PASS,,0,2,"",2026-08-03T21:04:35.8644670+02:00
website-business,development_it,PASS,,0,2,"",2026-08-03T21:04:38.3419047+02:00
website-business,ai_data,PASS,,0,2,"",2026-08-03T21:04:40.6707790+02:00
website-business,design_creative,PASS,,0,2,"",2026-08-03T21:04:43.0761074+02:00
website-business,writing_translation,PASS,,0,2,"",2026-08-03T21:04:45.3253889+02:00
website-business,marketing,PASS,,0,2,"",2026-08-03T21:04:47.6269704+02:00
website-business,sales,PASS,,0,2,"",2026-08-03T21:04:49.8390010+02:00
website-business,admin_support,PASS,,0,2,"",2026-08-03T21:04:52.0551883+02:00
website-business,customer_service,PASS,,0,2,"",2026-08-03T21:04:54.3017316+02:00
website-business,business_consulting,PASS,,0,2,"",2026-08-03T21:04:57.0924573+02:00
website-business,finance_accounting,PASS,,0,2,"",2026-08-03T21:04:59.2434599+02:00
website-business,legal_services,PASS,,0,2,"",2026-08-03T21:05:01.4921787+02:00
website-business,ecommerce,PASS,,0,2,"",2026-08-03T21:05:03.7968010+02:00
website-business,engineering_architecture,PASS,,0,2,"",2026-08-03T21:05:05.9775582+02:00
website-business,video_animation,PASS,,0,2,"",2026-08-03T21:05:08.2934750+02:00
website-business,audio_music,PASS,,0,2,"",2026-08-03T21:05:10.6061408+02:00
website-business,education_training,PASS,,0,2,"",2026-08-03T21:05:12.9562678+02:00
website-business,hr_recruiting,PASS,,0,2,"",2026-08-03T21:05:15.4006884+02:00
website-business,photography,PASS,,0,2,"",2026-08-03T21:05:17.7439534+02:00
website-business,product_project_management,PASS,,0,2,"",2026-08-03T21:05:19.9760519+02:00
website-business,engineering_science,PASS,,0,2,"",2026-08-03T21:05:22.1327212+02:00
website-business,web3,PASS,,0,2,"",2026-08-03T21:05:24.6401099+02:00
website-business,localization,PASS,,0,2,"",2026-08-03T21:05:27.1722506+02:00
website-business,community_moderation,PASS,,0,2,"",2026-08-03T21:05:29.5413773+02:00
website-business,creator_services,PASS,,0,2,"",2026-08-03T21:05:31.7053829+02:00
website-business,real_estate_services,PASS,,0,2,"",2026-08-03T21:05:33.8528155+02:00
website-business,hospitality,PASS,,0,92,"",2026-08-03T21:16:08.7155266+02:00
website-business,construction,PASS,,0,2,"",2026-08-03T21:16:10.9349431+02:00
website-business,education,PASS,,0,2,"",2026-08-03T21:16:13.2649887+02:00
website-business,finance,PASS,,0,3,"",2026-08-03T21:16:15.8855249+02:00
website-business,logistics,PASS,,0,2,"",2026-08-03T21:16:18.2289581+02:00
website-business,beauty,PASS,,0,2,"",2026-08-03T21:16:20.4276784+02:00
website-business,fitness,PASS,,0,2,"",2026-08-03T21:16:22.5472760+02:00
website-business,agriculture,PASS,,0,2,"",2026-08-03T21:16:24.7298038+02:00
website-business,automotive,PASS,,0,2,"",2026-08-03T21:16:26.9338950+02:00
website-business,real-estate,PASS,,0,2,"",2026-08-03T21:16:29.0644811+02:00
website-business,manufacturing,PASS,,0,2,"",2026-08-03T21:16:31.2049272+02:00
website-business,technology,PASS,,0,2,"",2026-08-03T21:16:33.5242367+02:00
website-business,media,PASS,,0,2,"",2026-08-03T21:16:35.9990104+02:00
website-business,nonprofit,PASS,,0,2,"",2026-08-03T21:16:38.1312332+02:00
website-business,government,PASS,,0,2,"",2026-08-03T21:16:40.2493714+02:00
website-business,energy,PASS,,0,2,"",2026-08-03T21:16:42.4087319+02:00
website-business,travel,PASS,,0,3,"",2026-08-03T21:16:45.0840393+02:00
website-business,professional,PASS,,0,2,"",2026-08-03T21:16:47.2910102+02:00
website-business,entertainment,PASS,,0,2,"",2026-08-03T21:16:49.4110755+02:00
website-business,home_services,PASS,,0,2,"",2026-08-03T21:16:51.5430410+02:00
website-business,pets,PASS,,0,2,"",2026-08-03T21:16:53.7404693+02:00
website-business,industrial,PASS,,0,2,"",2026-08-03T21:16:56.0421194+02:00
website-ecommerce,development_it,PASS,,0,2,"",2026-08-03T21:16:58.1698743+02:00
website-ecommerce,ai_data,PASS,,0,2,"",2026-08-03T21:17:00.3926558+02:00
website-ecommerce,design_creative,PASS,,0,2,"",2026-08-03T21:17:02.6984586+02:00
website-ecommerce,writing_translation,PASS,,0,2,"",2026-08-03T21:17:05.1241224+02:00
website-ecommerce,marketing,PASS,,0,2,"",2026-08-03T21:17:07.4620500+02:00
website-ecommerce,sales,PASS,,0,2,"",2026-08-03T21:17:09.6664416+02:00
website-ecommerce,admin_support,PASS,,0,2,"",2026-08-03T21:17:11.7897072+02:00
website-ecommerce,customer_service,PASS,,0,2,"",2026-08-03T21:17:13.9368564+02:00
website-ecommerce,business_consulting,PASS,,0,2,"",2026-08-03T21:17:16.2012161+02:00
website-ecommerce,finance_accounting,PASS,,0,2,"",2026-08-03T21:17:18.4634012+02:00
website-ecommerce,legal_services,PASS,,0,2,"",2026-08-03T21:17:20.6635879+02:00
website-ecommerce,ecommerce,PASS,,0,2,"",2026-08-03T21:17:22.7854538+02:00
website-ecommerce,engineering_architecture,PASS,,0,2,"",2026-08-03T21:17:24.9312686+02:00
website-ecommerce,video_animation,PASS,,0,2,"",2026-08-03T21:17:27.1705660+02:00
website-ecommerce,audio_music,PASS,,0,2,"",2026-08-03T21:17:29.2771654+02:00
website-ecommerce,education_training,PASS,,0,2,"",2026-08-03T21:17:31.3839243+02:00
website-ecommerce,hr_recruiting,PASS,,0,2,"",2026-08-03T21:17:33.7082553+02:00
website-ecommerce,photography,PASS,,0,4,"",2026-08-03T21:17:37.9631601+02:00
website-ecommerce,product_project_management,PASS,,0,2,"",2026-08-03T21:17:40.1134586+02:00
website-ecommerce,engineering_science,PASS,,0,2,"",2026-08-03T21:17:42.2257489+02:00
website-ecommerce,web3,PASS,,0,2,"",2026-08-03T21:17:44.3482270+02:00
website-ecommerce,localization,PASS,,0,2,"",2026-08-03T21:17:46.5558900+02:00
website-ecommerce,community_moderation,PASS,,0,2,"",2026-08-03T21:17:48.6947133+02:00
website-ecommerce,creator_services,PASS,,0,2,"",2026-08-03T21:17:50.8498172+02:00
website-ecommerce,real_estate_services,PASS,,0,2,"",2026-08-03T21:17:53.0104773+02:00
website-ecommerce,healthcare,PASS,,0,2,"",2026-08-03T21:17:55.1402269+02:00
website-ecommerce,legal,PASS,,0,2,"",2026-08-03T21:17:57.3963680+02:00
website-ecommerce,retail,PASS,,0,2,"",2026-08-03T21:17:59.5318571+02:00
website-ecommerce,hospitality,PASS,,0,2,"",2026-08-03T21:18:01.6901199+02:00
website-ecommerce,construction,PASS,,0,2,"",2026-08-03T21:18:04.1982742+02:00
website-ecommerce,education,PASS,,0,2,"",2026-08-03T21:18:06.4239007+02:00
website-ecommerce,finance,PASS,,0,2,"",2026-08-03T21:18:08.5624185+02:00
website-ecommerce,logistics,PASS,,0,2,"",2026-08-03T21:18:10.6929446+02:00
website-ecommerce,beauty,PASS,,0,2,"",2026-08-03T21:18:12.8720789+02:00
website-ecommerce,fitness,PASS,,0,2,"",2026-08-03T21:18:15.1029828+02:00
website-ecommerce,agriculture,PASS,,0,2,"",2026-08-03T21:18:17.2354193+02:00
website-ecommerce,automotive,PASS,,0,2,"",2026-08-03T21:18:19.3702075+02:00
website-ecommerce,real-estate,PASS,,0,2,"",2026-08-03T21:18:21.5044380+02:00
website-ecommerce,manufacturing,PASS,,0,2,"",2026-08-03T21:18:23.6865238+02:00
website-ecommerce,technology,PASS,,0,2,"",2026-08-03T21:18:26.1130219+02:00
website-ecommerce,media,PASS,,0,2,"",2026-08-03T21:18:28.3052215+02:00
website-ecommerce,nonprofit,PASS,,0,2,"",2026-08-03T21:18:30.4976483+02:00
website-ecommerce,government,PASS,,0,2,"",2026-08-03T21:18:32.6732818+02:00
website-ecommerce,energy,PASS,,0,2,"",2026-08-03T21:18:34.8629815+02:00
website-ecommerce,travel,PASS,,0,2,"",2026-08-03T21:18:37.0803664+02:00
website-ecommerce,professional,PASS,,0,2,"",2026-08-03T21:18:39.3225192+02:00
website-ecommerce,entertainment,PASS,,0,2,"",2026-08-03T21:18:41.7052833+02:00
website-ecommerce,home_services,PASS,,0,2,"",2026-08-03T21:18:43.9016027+02:00
website-ecommerce,pets,PASS,,0,5,"",2026-08-03T21:18:48.5390305+02:00
website-ecommerce,industrial,PASS,,0,4,"",2026-08-03T21:18:52.7011324+02:00
white-label-setup,development_it,PASS,,2,2,"",2026-08-03T21:18:54.8239392+02:00
white-label-setup,ai_data,PASS,,2,2,"",2026-08-03T21:18:57.1139663+02:00
white-label-setup,design_creative,PASS,,2,2,"",2026-08-03T21:18:59.2724513+02:00
white-label-setup,writing_translation,PASS,,2,2,"",2026-08-03T21:19:01.3962319+02:00
white-label-setup,marketing,PASS,,2,2,"",2026-08-03T21:19:03.6438806+02:00
white-label-setup,sales,PASS,,2,2,"",2026-08-03T21:19:06.2356491+02:00
white-label-setup,admin_support,PASS,,2,2,"",2026-08-03T21:19:08.3782080+02:00
white-label-setup,customer_service,PASS,,2,2,"",2026-08-03T21:19:10.4935277+02:00
white-label-setup,business_consulting,PASS,,2,2,"",2026-08-03T21:19:12.6764796+02:00
white-label-setup,finance_accounting,PASS,,2,2,"",2026-08-03T21:19:14.8967828+02:00
white-label-setup,legal_services,PASS,,2,2,"",2026-08-03T21:19:17.3480787+02:00
white-label-setup,ecommerce,PASS,,2,2,"",2026-08-03T21:19:19.4969809+02:00
white-label-setup,engineering_architecture,PASS,,2,2,"",2026-08-03T21:19:21.6873346+02:00
white-label-setup,video_animation,PASS,,2,2,"",2026-08-03T21:19:24.0006721+02:00
white-label-setup,audio_music,PASS,,2,2,"",2026-08-03T21:19:26.3476107+02:00
white-label-setup,education_training,PASS,,2,2,"",2026-08-03T21:19:28.5026400+02:00
white-label-setup,hr_recruiting,PASS,,2,2,"",2026-08-03T21:19:30.6487012+02:00
white-label-setup,photography,PASS,,2,2,"",2026-08-03T21:19:32.7824825+02:00
white-label-setup,product_project_management,PASS,,2,2,"",2026-08-03T21:19:35.0187289+02:00
white-label-setup,engineering_science,PASS,,2,2,"",2026-08-03T21:19:37.3305741+02:00
white-label-setup,web3,PASS,,2,2,"",2026-08-03T21:19:39.4473357+02:00
white-label-setup,localization,PASS,,2,2,"",2026-08-03T21:19:41.5790085+02:00
white-label-setup,community_moderation,PASS,,2,2,"",2026-08-03T21:19:43.9406728+02:00
white-label-setup,creator_services,PASS,,2,2,"",2026-08-03T21:19:46.2101479+02:00
white-label-setup,real_estate_services,PASS,,2,2,"",2026-08-03T21:19:48.3364434+02:00
white-label-setup,healthcare,PASS,,2,2,"",2026-08-03T21:19:50.4935383+02:00
white-label-setup,legal,PASS,,2,2,"",2026-08-03T21:19:52.7217302+02:00
white-label-setup,retail,PASS,,2,2,"",2026-08-03T21:19:54.9452783+02:00
white-label-setup,hospitality,PASS,,2,2,"",2026-08-03T21:19:57.1336729+02:00
white-label-setup,construction,PASS,,2,2,"",2026-08-03T21:19:59.4149247+02:00
white-label-setup,education,PASS,,2,2,"",2026-08-03T21:20:01.6499434+02:00
white-label-setup,finance,PASS,,2,4,"",2026-08-03T21:20:05.7927646+02:00
white-label-setup,logistics,PASS,,2,2,"",2026-08-03T21:20:07.9109225+02:00
white-label-setup,beauty,PASS,,2,2,"",2026-08-03T21:20:10.0444543+02:00
white-label-setup,fitness,PASS,,2,2,"",2026-08-03T21:20:12.1642659+02:00
white-label-setup,agriculture,PASS,,2,2,"",2026-08-03T21:20:14.5701655+02:00
white-label-setup,automotive,PASS,,2,2,"",2026-08-03T21:20:16.8487972+02:00
white-label-setup,real-estate,PASS,,2,2,"",2026-08-03T21:20:19.1132522+02:00
white-label-setup,manufacturing,PASS,,2,2,"",2026-08-03T21:20:21.4397525+02:00
white-label-setup,technology,PASS,,2,2,"",2026-08-03T21:20:23.7443485+02:00
white-label-setup,media,PASS,,2,2,"",2026-08-03T21:20:26.2648834+02:00
white-label-setup,nonprofit,PASS,,2,2,"",2026-08-03T21:20:28.5005630+02:00
white-label-setup,government,PASS,,2,2,"",2026-08-03T21:20:30.8113829+02:00
white-label-setup,energy,PASS,,2,2,"",2026-08-03T21:20:32.9598781+02:00
white-label-setup,travel,PASS,,2,2,"",2026-08-03T21:20:35.1777714+02:00
white-label-setup,professional,PASS,,2,2,"",2026-08-03T21:20:37.3398632+02:00
white-label-setup,entertainment,PASS,,2,2,"",2026-08-03T21:20:39.5245360+02:00
white-label-setup,home_services,PASS,,2,2,"",2026-08-03T21:20:41.7128141+02:00
white-label-setup,pets,PASS,,2,2,"",2026-08-03T21:20:43.8778677+02:00
white-label-setup,industrial,PASS,,2,2,"",2026-08-03T21:20:46.2917307+02:00
sales-enablement,development_it,PASS,,2,2,"",2026-08-03T21:20:48.5220694+02:00
sales-enablement,ai_data,PASS,,2,2,"",2026-08-03T21:20:50.9108114+02:00
sales-enablement,marketing,PASS,,2,92,"",2026-08-03T21:31:23.4203900+02:00
sales-enablement,sales,PASS,,2,2,"",2026-08-03T21:31:25.6077832+02:00
sales-enablement,admin_support,PASS,,2,2,"",2026-08-03T21:31:27.7759410+02:00
sales-enablement,customer_service,PASS,,2,2,"",2026-08-03T21:31:29.9770817+02:00
sales-enablement,business_consulting,PASS,,2,2,"",2026-08-03T21:31:32.2700249+02:00
sales-enablement,finance_accounting,PASS,,2,2,"",2026-08-03T21:31:34.4383535+02:00
sales-enablement,legal_services,PASS,,2,2,"",2026-08-03T21:31:36.6286531+02:00
sales-enablement,ecommerce,PASS,,2,2,"",2026-08-03T21:31:38.7702801+02:00
sales-enablement,engineering_architecture,PASS,,2,2,"",2026-08-03T21:31:40.9138719+02:00
sales-enablement,video_animation,PASS,,2,2,"",2026-08-03T21:31:43.0700650+02:00
sales-enablement,audio_music,PASS,,2,2,"",2026-08-03T21:31:45.2534978+02:00
sales-enablement,education_training,PASS,,2,2,"",2026-08-03T21:31:47.4069054+02:00
sales-enablement,hr_recruiting,PASS,,2,2,"",2026-08-03T21:31:49.5242531+02:00
sales-enablement,photography,PASS,,2,2,"",2026-08-03T21:31:51.7493590+02:00
sales-enablement,product_project_management,PASS,,2,2,"",2026-08-03T21:31:53.9954671+02:00
sales-enablement,engineering_science,PASS,,2,2,"",2026-08-03T21:31:56.2648509+02:00
sales-enablement,web3,PASS,,2,2,"",2026-08-03T21:31:58.3768858+02:00
sales-enablement,localization,PASS,,2,2,"",2026-08-03T21:32:00.5035571+02:00
sales-enablement,community_moderation,PASS,,2,2,"",2026-08-03T21:32:02.6070998+02:00
sales-enablement,creator_services,PASS,,2,2,"",2026-08-03T21:32:04.7277470+02:00
sales-enablement,real_estate_services,PASS,,2,2,"",2026-08-03T21:32:06.9226910+02:00
sales-enablement,healthcare,PASS,,2,2,"",2026-08-03T21:32:09.0561740+02:00
sales-enablement,legal,PASS,,2,2,"",2026-08-03T21:32:11.1525547+02:00
sales-enablement,retail,PASS,,2,2,"",2026-08-03T21:32:13.2676771+02:00
sales-enablement,hospitality,PASS,,2,2,"",2026-08-03T21:32:15.4058883+02:00
sales-enablement,construction,PASS,,2,2,"",2026-08-03T21:32:17.5538219+02:00
sales-enablement,education,PASS,,2,2,"",2026-08-03T21:32:19.9924142+02:00
sales-enablement,finance,PASS,,2,2,"",2026-08-03T21:32:22.2071353+02:00
sales-enablement,logistics,PASS,,2,2,"",2026-08-03T21:32:24.3086157+02:00
sales-enablement,beauty,PASS,,2,2,"",2026-08-03T21:32:26.4484815+02:00
sales-enablement,fitness,PASS,,2,2,"",2026-08-03T21:32:28.5354384+02:00
sales-enablement,agriculture,PASS,,2,2,"",2026-08-03T21:32:30.6956762+02:00
sales-enablement,automotive,PASS,,2,2,"",2026-08-03T21:32:32.8070706+02:00
sales-enablement,real-estate,PASS,,2,2,"",2026-08-03T21:32:34.9051700+02:00
sales-enablement,manufacturing,PASS,,2,2,"",2026-08-03T21:32:37.0382381+02:00
sales-enablement,technology,PASS,,2,2,"",2026-08-03T21:32:39.2221169+02:00
sales-enablement,media,PASS,,2,2,"",2026-08-03T21:32:41.5625266+02:00
sales-enablement,nonprofit,PASS,,2,2,"",2026-08-03T21:32:43.7451977+02:00
sales-enablement,government,PASS,,2,2,"",2026-08-03T21:32:45.8566763+02:00
sales-enablement,energy,PASS,,2,2,"",2026-08-03T21:32:48.0656751+02:00
sales-enablement,travel,PASS,,2,2,"",2026-08-03T21:32:50.2725368+02:00
sales-enablement,professional,PASS,,2,2,"",2026-08-03T21:32:52.4121760+02:00
sales-enablement,entertainment,PASS,,2,2,"",2026-08-03T21:32:54.6593057+02:00
sales-enablement,home_services,PASS,,2,2,"",2026-08-03T21:32:56.8903816+02:00
sales-enablement,pets,PASS,,2,2,"",2026-08-03T21:32:59.0158862+02:00
sales-enablement,industrial,PASS,,2,2,"",2026-08-03T21:33:01.0973423+02:00
vertical-package,development_it,PASS,,2,2,"",2026-08-03T21:33:03.1736836+02:00
vertical-package,ai_data,PASS,,2,2,"",2026-08-03T21:33:05.2660940+02:00
vertical-package,design_creative,PASS,,2,2,"",2026-08-03T21:33:07.3892925+02:00
vertical-package,writing_translation,PASS,,2,2,"",2026-08-03T21:33:09.4845059+02:00
vertical-package,marketing,PASS,,2,2,"",2026-08-03T21:33:11.6118316+02:00
vertical-package,sales,PASS,,2,2,"",2026-08-03T21:33:13.7275775+02:00
vertical-package,admin_support,PASS,,2,2,"",2026-08-03T21:33:15.8452483+02:00
vertical-package,customer_service,PASS,,2,2,"",2026-08-03T21:33:17.9752880+02:00
vertical-package,business_consulting,PASS,,2,2,"",2026-08-03T21:33:20.0847447+02:00
vertical-package,finance_accounting,PASS,,2,2,"",2026-08-03T21:33:22.2416290+02:00
vertical-package,legal_services,PASS,,2,2,"",2026-08-03T21:33:24.3374778+02:00
vertical-package,ecommerce,PASS,,2,2,"",2026-08-03T21:33:26.5287737+02:00
vertical-package,engineering_architecture,PASS,,2,2,"",2026-08-03T21:33:28.6253907+02:00
vertical-package,video_animation,PASS,,2,2,"",2026-08-03T21:33:30.7778166+02:00
vertical-package,audio_music,PASS,,2,2,"",2026-08-03T21:33:32.9371006+02:00
vertical-package,education_training,PASS,,2,2,"",2026-08-03T21:33:35.1411214+02:00
vertical-package,hr_recruiting,PASS,,2,2,"",2026-08-03T21:33:37.3609117+02:00
vertical-package,photography,PASS,,2,2,"",2026-08-03T21:33:39.4523424+02:00
vertical-package,product_project_management,PASS,,2,2,"",2026-08-03T21:33:41.5474913+02:00
vertical-package,engineering_science,PASS,,2,2,"",2026-08-03T21:33:43.7037474+02:00
vertical-package,web3,PASS,,2,2,"",2026-08-03T21:33:45.8160909+02:00
vertical-package,localization,PASS,,2,2,"",2026-08-03T21:33:47.9093292+02:00
vertical-package,community_moderation,PASS,,2,2,"",2026-08-03T21:33:50.0063326+02:00
